filename,A,R,sdvig,polojenie
interf_112.png,2.5,10.0,40,22.5
interf_113.png,2.5,10.0,40,25.0
interf_114.png,2.5,10.0,40,27.5
interf_115.png,2.5,10.0,40,30.0
interf_116.png,2.5,10.0,40,32.5
interf_117.png,2.5,10.0,40,35.0
interf_118.png,2.5,10.0,40,37.5
interf_121.png,2.5,10.0,40,45.0
interf_122.png,2.5,10.0,40,47.5
interf_123.png,2.5,10.0,40,50.0
interf_124.png,2.5,10.0,50,-50.0
interf_125.png,2.5,10.0,50,-47.5
interf_126.png,2.5,10.0,50,-45.0
interf_127.png,2.5,10.0,50,-42.5
interf_128.png,2.5,10.0,50,-40.0
interf_131.png,2.5,10.0,50,-32.5
interf_132.png,2.5,10.0,50,-30.0
interf_133.png,2.5,10.0,50,-27.5
interf_134.png,2.5,10.0,50,-25.0
interf_135.png,2.5,10.0,50,-22.5
interf_136.png,2.5,10.0,50,-20.0
interf_137.png,2.5,10.0,50,-17.5
interf_138.png,2.5,10.0,50,-15.0
interf_141.png,2.5,10.0,50,-7.5
interf_142.png,2.5,10.0,50,-5.0
interf_143.png,2.5,10.0,50,-2.5
interf_144.png,2.5,10.0,50,0.0
interf_145.png,2.5,10.0,50,2.5
interf_146.png,2.5,10.0,50,5.0
interf_147.png,2.5,10.0,50,7.5
interf_148.png,2.5,10.0,50,10.0
interf_151.png,2.5,10.0,50,17.5
interf_152.png,2.5,10.0,50,20.0
interf_153.png,2.5,10.0,50,22.5
interf_154.png,2.5,10.0,50,25.0
interf_155.png,2.5,10.0,50,27.5
interf_156.png,2.5,10.0,50,30.0
interf_157.png,2.5,10.0,50,32.5
interf_158.png,2.5,10.0,50,35.0
interf_161.png,2.5,10.0,50,42.5
interf_162.png,2.5,10.0,50,45.0
interf_163.png,2.5,10.0,50,47.5
interf_164.png,2.5,10.0,50,50.0
interf_165.png,2.5,10.0,60,-50.0
interf_166.png,2.5,10.0,60,-47.5
interf_167.png,2.5,10.0,60,-45.0
interf_168.png,2.5,10.0,60,-42.5
interf_171.png,2.5,10.0,60,-35.0
interf_172.png,2.5,10.0,60,-32.5
interf_173.png,2.5,10.0,60,-30.0
interf_174.png,2.5,10.0,60,-27.5
interf_175.png,2.5,10.0,60,-25.0
interf_176.png,2.5,10.0,60,-22.5
interf_177.png,2.5,10.0,60,-20.0
interf_178.png,2.5,10.0,60,-17.5
interf_181.png,2.5,10.0,60,-10.0
interf_182.png,2.5,10.0,60,-7.5
interf_183.png,2.5,10.0,60,-5.0
interf_184.png,2.5,10.0,60,-2.5
interf_185.png,2.5,10.0,60,0.0
interf_186.png,2.5,10.0,60,2.5
interf_187.png,2.5,10.0,60,5.0
interf_188.png,2.5,10.0,60,7.5
interf_191.png,2.5,10.0,60,15.0
interf_192.png,2.5,10.0,60,17.5
interf_193.png,2.5,10.0,60,20.0
interf_194.png,2.5,10.0,60,22.5
interf_195.png,2.5,10.0,60,25.0
interf_196.png,2.5,10.0,60,27.5
interf_197.png,2.5,10.0,60,30.0
interf_198.png,2.5,10.0,60,32.5
interf_201.png,2.5,10.0,60,40.0
interf_202.png,2.5,10.0,60,42.5
interf_203.png,2.5,10.0,60,45.0
interf_204.png,2.5,10.0,60,47.5
interf_205.png,2.5,10.0,60,50.0
interf_206.png,2.5,10.0,70,-50.0
interf_207.png,2.5,10.0,70,-47.5
interf_208.png,2.5,10.0,70,-45.0
interf_211.png,2.5,10.0,70,-37.5
interf_212.png,2.5,10.0,70,-35.0
interf_213.png,2.5,10.0,70,-32.5
interf_214.png,2.5,10.0,70,-30.0
interf_215.png,2.5,10.0,70,-27.5
interf_216.png,2.5,10.0,70,-25.0
interf_217.png,2.5,10.0,70,-22.5
interf_218.png,2.5,10.0,70,-20.0
interf_221.png,2.5,10.0,70,-12.5
interf_222.png,2.5,10.0,70,-10.0
interf_223.png,2.5,10.0,70,-7.5
interf_224.png,2.5,10.0,70,-5.0
interf_225.png,2.5,10.0,70,-2.5
interf_226.png,2.5,10.0,70,0.0
interf_227.png,2.5,10.0,70,2.5
interf_228.png,2.5,10.0,70,5.0
interf_231.png,2.5,10.0,70,12.5
interf_232.png,2.5,10.0,70,15.0
interf_233.png,2.5,10.0,70,17.5
interf_234.png,2.5,10.0,70,20.0
interf_235.png,2.5,10.0,70,22.5
interf_236.png,2.5,10.0,70,25.0
interf_237.png,2.5,10.0,70,27.5
interf_238.png,2.5,10.0,70,30.0
interf_241.png,2.5,10.0,70,37.5
interf_242.png,2.5,10.0,70,40.0
interf_243.png,2.5,10.0,70,42.5
interf_244.png,2.5,10.0,70,45.0
interf_245.png,2.5,10.0,70,47.5
interf_246.png,2.5,10.0,70,50.0
interf_247.png,2.5,10.0,80,-50.0
interf_248.png,2.5,10.0,80,-47.5
interf_251.png,2.5,10.0,80,-40.0
interf_252.png,2.5,10.0,80,-37.5
interf_253.png,2.5,10.0,80,-35.0
interf_254.png,2.5,10.0,80,-32.5
interf_255.png,2.5,10.0,80,-30.0
interf_256.png,2.5,10.0,80,-27.5
interf_257.png,2.5,10.0,80,-25.0
interf_258.png,2.5,10.0,80,-22.5
interf_261.png,2.5,10.0,80,-15.0
interf_262.png,2.5,10.0,80,-12.5
interf_263.png,2.5,10.0,80,-10.0
interf_264.png,2.5,10.0,80,-7.5
interf_265.png,2.5,10.0,80,-5.0
interf_266.png,2.5,10.0,80,-2.5
interf_267.png,2.5,10.0,80,0.0
interf_268.png,2.5,10.0,80,2.5
interf_271.png,2.5,10.0,80,10.0
interf_272.png,2.5,10.0,80,12.5
interf_273.png,2.5,10.0,80,15.0
interf_274.png,2.5,10.0,80,17.5
interf_275.png,2.5,10.0,80,20.0
interf_276.png,2.5,10.0,80,22.5
interf_277.png,2.5,10.0,80,25.0
interf_278.png,2.5,10.0,80,27.5
interf_281.png,2.5,10.0,80,35.0
interf_282.png,2.5,10.0,80,37.5
interf_283.png,2.5,10.0,80,40.0
interf_284.png,2.5,10.0,80,42.5
interf_285.png,2.5,10.0,80,45.0
interf_286.png,2.5,10.0,80,47.5
interf_287.png,2.5,10.0,80,50.0
interf_288.png,2.5,10.0,90,-50.0
interf_291.png,2.5,10.0,90,-42.5
interf_292.png,2.5,10.0,90,-40.0
interf_293.png,2.5,10.0,90,-37.5
interf_294.png,2.5,10.0,90,-35.0
interf_295.png,2.5,10.0,90,-32.5
interf_296.png,2.5,10.0,90,-30.0
interf_297.png,2.5,10.0,90,-27.5
interf_298.png,2.5,10.0,90,-25.0
interf_301.png,2.5,10.0,90,-17.5
interf_302.png,2.5,10.0,90,-15.0
interf_303.png,2.5,10.0,90,-12.5
interf_304.png,2.5,10.0,90,-10.0
interf_305.png,2.5,10.0,90,-7.5
interf_306.png,2.5,10.0,90,-5.0
interf_307.png,2.5,10.0,90,-2.5
interf_308.png,2.5,10.0,90,0.0
interf_311.png,2.5,10.0,90,7.5
interf_312.png,2.5,10.0,90,10.0
interf_313.png,2.5,10.0,90,12.5
interf_314.png,2.5,10.0,90,15.0
interf_315.png,2.5,10.0,90,17.5
interf_316.png,2.5,10.0,90,20.0
interf_317.png,2.5,10.0,90,22.5
interf_318.png,2.5,10.0,90,25.0
interf_321.png,2.5,10.0,90,32.5
interf_322.png,2.5,10.0,90,35.0
interf_323.png,2.5,10.0,90,37.5
interf_324.png,2.5,10.0,90,40.0
interf_325.png,2.5,10.0,90,42.5
interf_326.png,2.5,10.0,90,45.0
interf_327.png,2.5,10.0,90,47.5
interf_328.png,2.5,10.0,90,50.0
interf_331.png,2.5,10.0,100,-45.0
interf_332.png,2.5,10.0,100,-42.5
interf_333.png,2.5,10.0,100,-40.0
interf_334.png,2.5,10.0,100,-37.5
interf_335.png,2.5,10.0,100,-35.0
interf_336.png,2.5,10.0,100,-32.5
interf_337.png,2.5,10.0,100,-30.0
interf_338.png,2.5,10.0,100,-27.5
interf_341.png,2.5,10.0,100,-20.0
interf_342.png,2.5,10.0,100,-17.5
interf_343.png,2.5,10.0,100,-15.0
interf_344.png,2.5,10.0,100,-12.5
interf_345.png,2.5,10.0,100,-10.0
interf_346.png,2.5,10.0,100,-7.5
interf_347.png,2.5,10.0,100,-5.0
interf_348.png,2.5,10.0,100,-2.5
interf_351.png,2.5,10.0,100,5.0
interf_352.png,2.5,10.0,100,7.5
interf_353.png,2.5,10.0,100,10.0
interf_354.png,2.5,10.0,100,12.5
interf_355.png,2.5,10.0,100,15.0
interf_356.png,2.5,10.0,100,17.5
interf_357.png,2.5,10.0,100,20.0
interf_358.png,2.5,10.0,100,22.5
interf_361.png,2.5,10.0,100,30.0
interf_362.png,2.5,10.0,100,32.5
interf_363.png,2.5,10.0,100,35.0
interf_364.png,2.5,10.0,100,37.5
interf_365.png,2.5,10.0,100,40.0
interf_366.png,2.5,10.0,100,42.5
interf_367.png,2.5,10.0,100,45.0
interf_368.png,2.5,10.0,100,47.5
interf_371.png,2.5,10.0,110,-47.5
interf_372.png,2.5,10.0,110,-45.0
interf_373.png,2.5,10.0,110,-42.5
interf_374.png,2.5,10.0,110,-40.0
interf_375.png,2.5,10.0,110,-37.5
interf_376.png,2.5,10.0,110,-35.0
interf_377.png,2.5,10.0,110,-32.5
interf_378.png,2.5,10.0,110,-30.0
interf_381.png,2.5,10.0,110,-22.5
interf_382.png,2.5,10.0,110,-20.0
interf_383.png,2.5,10.0,110,-17.5
interf_384.png,2.5,10.0,110,-15.0
interf_385.png,2.5,10.0,110,-12.5
interf_386.png,2.5,10.0,110,-10.0
interf_387.png,2.5,10.0,110,-7.5
interf_388.png,2.5,10.0,110,-5.0
interf_391.png,2.5,10.0,110,2.5
interf_392.png,2.5,10.0,110,5.0
interf_393.png,2.5,10.0,110,7.5
interf_394.png,2.5,10.0,110,10.0
interf_395.png,2.5,10.0,110,12.5
interf_396.png,2.5,10.0,110,15.0
interf_397.png,2.5,10.0,110,17.5
interf_398.png,2.5,10.0,110,20.0
interf_401.png,2.5,10.0,110,27.5
interf_402.png,2.5,10.0,110,30.0
interf_403.png,2.5,10.0,110,32.5
interf_404.png,2.5,10.0,110,35.0
interf_405.png,2.5,10.0,110,37.5
interf_406.png,2.5,10.0,110,40.0
interf_407.png,2.5,10.0,110,42.5
interf_408.png,2.5,10.0,110,45.0
interf_411.png,2.5,10.0,120,-50.0
interf_412.png,2.5,10.0,120,-47.5
interf_413.png,2.5,10.0,120,-45.0
interf_414.png,2.5,10.0,120,-42.5
interf_415.png,2.5,10.0,120,-40.0
interf_416.png,2.5,10.0,120,-37.5
interf_417.png,2.5,10.0,120,-35.0
interf_418.png,2.5,10.0,120,-32.5
interf_421.png,2.5,10.0,120,-25.0
interf_422.png,2.5,10.0,120,-22.5
interf_423.png,2.5,10.0,120,-20.0
interf_424.png,2.5,10.0,120,-17.5
interf_425.png,2.5,10.0,120,-15.0
interf_426.png,2.5,10.0,120,-12.5
interf_427.png,2.5,10.0,120,-10.0
interf_428.png,2.5,10.0,120,-7.5
interf_431.png,2.5,10.0,120,0.0
interf_432.png,2.5,10.0,120,2.5
interf_433.png,2.5,10.0,120,5.0
interf_434.png,2.5,10.0,120,7.5
interf_435.png,2.5,10.0,120,10.0
interf_436.png,2.5,10.0,120,12.5
interf_437.png,2.5,10.0,120,15.0
interf_438.png,2.5,10.0,120,17.5
interf_441.png,2.5,10.0,120,25.0
interf_442.png,2.5,10.0,120,27.5
interf_443.png,2.5,10.0,120,30.0
interf_444.png,2.5,10.0,120,32.5
interf_445.png,2.5,10.0,120,35.0
interf_446.png,2.5,10.0,120,37.5
interf_447.png,2.5,10.0,120,40.0
interf_448.png,2.5,10.0,120,42.5
interf_451.png,2.5,10.0,120,50.0
interf_452.png,2.5,10.0,130,-50.0
interf_453.png,2.5,10.0,130,-47.5
interf_454.png,2.5,10.0,130,-45.0
interf_455.png,2.5,10.0,130,-42.5
interf_456.png,2.5,10.0,130,-40.0
interf_457.png,2.5,10.0,130,-37.5
interf_458.png,2.5,10.0,130,-35.0
interf_461.png,2.5,10.0,130,-27.5
interf_462.png,2.5,10.0,130,-25.0
interf_463.png,2.5,10.0,130,-22.5
interf_464.png,2.5,10.0,130,-20.0
interf_465.png,2.5,10.0,130,-17.5
interf_466.png,2.5,10.0,130,-15.0
interf_467.png,2.5,10.0,130,-12.5
interf_468.png,2.5,10.0,130,-10.0
interf_471.png,2.5,10.0,130,-2.5
interf_472.png,2.5,10.0,130,0.0
interf_473.png,2.5,10.0,130,2.5
interf_474.png,2.5,10.0,130,5.0
interf_475.png,2.5,10.0,130,7.5
interf_476.png,2.5,10.0,130,10.0
interf_477.png,2.5,10.0,130,12.5
interf_478.png,2.5,10.0,130,15.0
interf_481.png,2.5,10.0,130,22.5
interf_482.png,2.5,10.0,130,25.0
interf_483.png,2.5,10.0,130,27.5
interf_484.png,2.5,10.0,130,30.0
interf_485.png,2.5,10.0,130,32.5
interf_486.png,2.5,10.0,130,35.0
interf_487.png,2.5,10.0,130,37.5
interf_488.png,2.5,10.0,130,40.0
interf_491.png,2.5,10.0,130,47.5
interf_492.png,2.5,10.0,130,50.0
interf_493.png,2.5,10.5,20,-50.0
interf_494.png,2.5,10.5,20,-47.5
interf_495.png,2.5,10.5,20,-45.0
interf_496.png,2.5,10.5,20,-42.5
interf_497.png,2.5,10.5,20,-40.0
interf_498.png,2.5,10.5,20,-37.5
interf_501.png,2.5,10.5,20,-30.0
interf_502.png,2.5,10.5,20,-27.5
interf_503.png,2.5,10.5,20,-25.0
interf_504.png,2.5,10.5,20,-22.5
interf_505.png,2.5,10.5,20,-20.0
interf_506.png,2.5,10.5,20,-17.5
interf_507.png,2.5,10.5,20,-15.0
interf_508.png,2.5,10.5,20,-12.5
interf_511.png,2.5,10.5,20,-5.0
interf_512.png,2.5,10.5,20,-2.5
interf_513.png,2.5,10.5,20,0.0
interf_514.png,2.5,10.5,20,2.5
interf_515.png,2.5,10.5,20,5.0
interf_516.png,2.5,10.5,20,7.5
interf_517.png,2.5,10.5,20,10.0
interf_518.png,2.5,10.5,20,12.5
interf_521.png,2.5,10.5,20,20.0
interf_522.png,2.5,10.5,20,22.5
interf_523.png,2.5,10.5,20,25.0
interf_524.png,2.5,10.5,20,27.5
interf_525.png,2.5,10.5,20,30.0
interf_526.png,2.5,10.5,20,32.5
interf_527.png,2.5,10.5,20,35.0
interf_528.png,2.5,10.5,20,37.5
interf_531.png,2.5,10.5,20,45.0
interf_532.png,2.5,10.5,20,47.5
interf_533.png,2.5,10.5,20,50.0
interf_534.png,2.5,10.5,30,-50.0
interf_535.png,2.5,10.5,30,-47.5
interf_536.png,2.5,10.5,30,-45.0
interf_537.png,2.5,10.5,30,-42.5
interf_538.png,2.5,10.5,30,-40.0
interf_541.png,2.5,10.5,30,-32.5
interf_542.png,2.5,10.5,30,-30.0
interf_543.png,2.5,10.5,30,-27.5
interf_544.png,2.5,10.5,30,-25.0
interf_545.png,2.5,10.5,30,-22.5
interf_546.png,2.5,10.5,30,-20.0
interf_547.png,2.5,10.5,30,-17.5
interf_548.png,2.5,10.5,30,-15.0
interf_551.png,2.5,10.5,30,-7.5
interf_552.png,2.5,10.5,30,-5.0
interf_553.png,2.5,10.5,30,-2.5
interf_554.png,2.5,10.5,30,0.0
interf_555.png,2.5,10.5,30,2.5
interf_556.png,2.5,10.5,30,5.0
interf_557.png,2.5,10.5,30,7.5
interf_558.png,2.5,10.5,30,10.0
interf_561.png,2.5,10.5,30,17.5
interf_562.png,2.5,10.5,30,20.0
interf_563.png,2.5,10.5,30,22.5
interf_564.png,2.5,10.5,30,25.0
interf_565.png,2.5,10.5,30,27.5
interf_566.png,2.5,10.5,30,30.0
interf_567.png,2.5,10.5,30,32.5
interf_568.png,2.5,10.5,30,35.0
interf_571.png,2.5,10.5,30,42.5
interf_572.png,2.5,10.5,30,45.0
interf_573.png,2.5,10.5,30,47.5
interf_574.png,2.5,10.5,30,50.0
interf_575.png,2.5,10.5,40,-50.0
interf_576.png,2.5,10.5,40,-47.5
interf_577.png,2.5,10.5,40,-45.0
interf_578.png,2.5,10.5,40,-42.5
interf_581.png,2.5,10.5,40,-35.0
interf_582.png,2.5,10.5,40,-32.5
interf_583.png,2.5,10.5,40,-30.0
interf_584.png,2.5,10.5,40,-27.5
interf_585.png,2.5,10.5,40,-25.0
interf_586.png,2.5,10.5,40,-22.5
interf_587.png,2.5,10.5,40,-20.0
interf_588.png,2.5,10.5,40,-17.5
interf_591.png,2.5,10.5,40,-10.0
interf_592.png,2.5,10.5,40,-7.5
interf_593.png,2.5,10.5,40,-5.0
interf_594.png,2.5,10.5,40,-2.5
interf_595.png,2.5,10.5,40,0.0
interf_596.png,2.5,10.5,40,2.5
interf_597.png,2.5,10.5,40,5.0
interf_598.png,2.5,10.5,40,7.5
interf_601.png,2.5,10.5,40,15.0
interf_602.png,2.5,10.5,40,17.5
interf_603.png,2.5,10.5,40,20.0
interf_604.png,2.5,10.5,40,22.5
interf_605.png,2.5,10.5,40,25.0
interf_606.png,2.5,10.5,40,27.5
interf_607.png,2.5,10.5,40,30.0
interf_608.png,2.5,10.5,40,32.5
interf_611.png,2.5,10.5,40,40.0
interf_612.png,2.5,10.5,40,42.5
interf_613.png,2.5,10.5,40,45.0
interf_614.png,2.5,10.5,40,47.5
interf_615.png,2.5,10.5,40,50.0
interf_616.png,2.5,10.5,50,-50.0
interf_617.png,2.5,10.5,50,-47.5
interf_618.png,2.5,10.5,50,-45.0
interf_621.png,2.5,10.5,50,-37.5
interf_622.png,2.5,10.5,50,-35.0
interf_623.png,2.5,10.5,50,-32.5
interf_624.png,2.5,10.5,50,-30.0
interf_625.png,2.5,10.5,50,-27.5
interf_626.png,2.5,10.5,50,-25.0
interf_627.png,2.5,10.5,50,-22.5
interf_628.png,2.5,10.5,50,-20.0
interf_631.png,2.5,10.5,50,-12.5
interf_632.png,2.5,10.5,50,-10.0
interf_633.png,2.5,10.5,50,-7.5
interf_634.png,2.5,10.5,50,-5.0
interf_635.png,2.5,10.5,50,-2.5
interf_636.png,2.5,10.5,50,0.0
interf_637.png,2.5,10.5,50,2.5
interf_638.png,2.5,10.5,50,5.0
interf_641.png,2.5,10.5,50,12.5
interf_642.png,2.5,10.5,50,15.0
interf_643.png,2.5,10.5,50,17.5
interf_644.png,2.5,10.5,50,20.0
interf_645.png,2.5,10.5,50,22.5
interf_646.png,2.5,10.5,50,25.0
interf_647.png,2.5,10.5,50,27.5
interf_648.png,2.5,10.5,50,30.0
interf_651.png,2.5,10.5,50,37.5
interf_652.png,2.5,10.5,50,40.0
interf_653.png,2.5,10.5,50,42.5
interf_654.png,2.5,10.5,50,45.0
interf_655.png,2.5,10.5,50,47.5
interf_656.png,2.5,10.5,50,50.0
interf_657.png,2.5,10.5,60,-50.0
interf_658.png,2.5,10.5,60,-47.5
interf_661.png,2.5,10.5,60,-40.0
interf_662.png,2.5,10.5,60,-37.5
interf_663.png,2.5,10.5,60,-35.0
interf_664.png,2.5,10.5,60,-32.5
interf_665.png,2.5,10.5,60,-30.0
interf_666.png,2.5,10.5,60,-27.5
interf_667.png,2.5,10.5,60,-25.0
interf_668.png,2.5,10.5,60,-22.5
interf_671.png,2.5,10.5,60,-15.0
interf_672.png,2.5,10.5,60,-12.5
interf_673.png,2.5,10.5,60,-10.0
interf_674.png,2.5,10.5,60,-7.5
interf_675.png,2.5,10.5,60,-5.0
interf_676.png,2.5,10.5,60,-2.5
interf_677.png,2.5,10.5,60,0.0
interf_678.png,2.5,10.5,60,2.5
interf_681.png,2.5,10.5,60,10.0
interf_682.png,2.5,10.5,60,12.5
interf_683.png,2.5,10.5,60,15.0
interf_684.png,2.5,10.5,60,17.5
interf_685.png,2.5,10.5,60,20.0
interf_686.png,2.5,10.5,60,22.5
interf_687.png,2.5,10.5,60,25.0
interf_688.png,2.5,10.5,60,27.5
interf_691.png,2.5,10.5,60,35.0
interf_692.png,2.5,10.5,60,37.5
interf_693.png,2.5,10.5,60,40.0
interf_694.png,2.5,10.5,60,42.5
interf_695.png,2.5,10.5,60,45.0
interf_696.png,2.5,10.5,60,47.5
interf_697.png,2.5,10.5,60,50.0
interf_698.png,2.5,10.5,70,-50.0
interf_701.png,2.5,10.5,70,-42.5
interf_702.png,2.5,10.5,70,-40.0
interf_703.png,2.5,10.5,70,-37.5
interf_704.png,2.5,10.5,70,-35.0
interf_705.png,2.5,10.5,70,-32.5
interf_706.png,2.5,10.5,70,-30.0
interf_707.png,2.5,10.5,70,-27.5
interf_708.png,2.5,10.5,70,-25.0
interf_711.png,2.5,10.5,70,-17.5
interf_712.png,2.5,10.5,70,-15.0
interf_713.png,2.5,10.5,70,-12.5
interf_714.png,2.5,10.5,70,-10.0
interf_715.png,2.5,10.5,70,-7.5
interf_716.png,2.5,10.5,70,-5.0
interf_717.png,2.5,10.5,70,-2.5
interf_718.png,2.5,10.5,70,0.0
interf_721.png,2.5,10.5,70,7.5
interf_722.png,2.5,10.5,70,10.0
interf_723.png,2.5,10.5,70,12.5
interf_724.png,2.5,10.5,70,15.0
interf_725.png,2.5,10.5,70,17.5
interf_726.png,2.5,10.5,70,20.0
interf_727.png,2.5,10.5,70,22.5
interf_728.png,2.5,10.5,70,25.0
interf_731.png,2.5,10.5,70,32.5
interf_732.png,2.5,10.5,70,35.0
interf_733.png,2.5,10.5,70,37.5
interf_734.png,2.5,10.5,70,40.0
interf_735.png,2.5,10.5,70,42.5
interf_736.png,2.5,10.5,70,45.0
interf_737.png,2.5,10.5,70,47.5
interf_738.png,2.5,10.5,70,50.0
interf_741.png,2.5,10.5,80,-45.0
interf_742.png,2.5,10.5,80,-42.5
interf_743.png,2.5,10.5,80,-40.0
interf_744.png,2.5,10.5,80,-37.5
interf_745.png,2.5,10.5,80,-35.0
interf_746.png,2.5,10.5,80,-32.5
interf_747.png,2.5,10.5,80,-30.0
interf_748.png,2.5,10.5,80,-27.5
interf_751.png,2.5,10.5,80,-20.0
interf_752.png,2.5,10.5,80,-17.5
interf_753.png,2.5,10.5,80,-15.0
interf_754.png,2.5,10.5,80,-12.5
interf_755.png,2.5,10.5,80,-10.0
interf_756.png,2.5,10.5,80,-7.5
interf_757.png,2.5,10.5,80,-5.0
interf_758.png,2.5,10.5,80,-2.5
interf_761.png,2.5,10.5,80,5.0
interf_762.png,2.5,10.5,80,7.5
interf_763.png,2.5,10.5,80,10.0
interf_764.png,2.5,10.5,80,12.5
interf_765.png,2.5,10.5,80,15.0
interf_766.png,2.5,10.5,80,17.5
interf_767.png,2.5,10.5,80,20.0
interf_768.png,2.5,10.5,80,22.5
interf_771.png,2.5,10.5,80,30.0
interf_772.png,2.5,10.5,80,32.5
interf_773.png,2.5,10.5,80,35.0
interf_774.png,2.5,10.5,80,37.5
interf_775.png,2.5,10.5,80,40.0
interf_776.png,2.5,10.5,80,42.5
interf_777.png,2.5,10.5,80,45.0
interf_778.png,2.5,10.5,80,47.5
interf_781.png,2.5,10.5,90,-47.5
interf_782.png,2.5,10.5,90,-45.0
interf_783.png,2.5,10.5,90,-42.5
interf_784.png,2.5,10.5,90,-40.0
interf_785.png,2.5,10.5,90,-37.5
interf_786.png,2.5,10.5,90,-35.0
interf_787.png,2.5,10.5,90,-32.5
interf_788.png,2.5,10.5,90,-30.0
interf_791.png,2.5,10.5,90,-22.5
interf_792.png,2.5,10.5,90,-20.0
interf_793.png,2.5,10.5,90,-17.5
interf_794.png,2.5,10.5,90,-15.0
interf_795.png,2.5,10.5,90,-12.5
interf_796.png,2.5,10.5,90,-10.0
interf_797.png,2.5,10.5,90,-7.5
interf_798.png,2.5,10.5,90,-5.0
interf_801.png,2.5,10.5,90,2.5
interf_802.png,2.5,10.5,90,5.0
interf_803.png,2.5,10.5,90,7.5
interf_804.png,2.5,10.5,90,10.0
interf_805.png,2.5,10.5,90,12.5
interf_806.png,2.5,10.5,90,15.0
interf_807.png,2.5,10.5,90,17.5
interf_808.png,2.5,10.5,90,20.0
interf_811.png,2.5,10.5,90,27.5
